doi,title,authors,author_corresponding,author_corresponding_institution,date,version,type,license,category,jatsxml,abstract,published,server
10.1101/2021.05.31.21257914,Albumin-dependent and independent mechanisms in the syndrome of kwashiorkor,"Gonzales, G. B.; Njunge, J. M.; Gichuki, B. M.; Wen, B.; Ngari, M.; Potani, I.; Thitiri, J.; Laukens, D.; Vanmassenhove, J.; Voskuijl, W. P.; Bandsma, R.; Bekley, J. A.",Gerard Bryan Gonzales,Wageningen University,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,pediatrics,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257914.source.xml,"The syndrome of kwashiorkor is a striking phenotype of childhood severe malnutrition (SM) comprising oedema, fatty liver, and skin and hair changes. Despite high fatality, the aetiology and pathophysiology of kwashiorkor remain enigmatic, including the role of serum albumin on oedema development. Here, we demonstrate that serum albumin is associated with the presence and severity of oedema among severely malnourished children. Further, in two independent cohorts of children in Malawi and Kenya, we show albumin-independent mechanisms are associated with oedema in SM, including oxidative stress and extracellular matrix (ECM) remodelling. Plasma concentrations of ECM-related proteins: lumican, podoplanin, lymphatic vessel endothelial hyaluronan receptor 1 (LYVE1) and matrix metalloproteinase (MMP)2 were associated with kwashiorkor. We therefore conclude that the pathophysiology of kwashiorkor has both albumin-dependent and independent mechanisms. We discuss the ways in which albumin-independent mechanisms may explain the clinical features observed in kwashiorkor.",NA,medrxiv
10.1101/2021.05.30.21258082,Contributions of PTSD polygenic risk and environmental stress to suicidality in preadolescents,"Daskalakis, N. P.; Schultz, L. M.; Visoki, E.; Moore, T. M.; Argabright, S. T.; Harnett, N. H.; DiDomenico, G. E.; Warrier, V.; Almasy, L.; Barzilay, R.",Ran Barzilay,University of Pennsylvania,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,psychiatry and clinical psychology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258082.source.xml,"Suicidal ideation and attempts (i.e., suicidality) are complex behaviors driven by environmental stress, genetic susceptibility, and their interaction. Preadolescent suicidality is a major health problem with rising rates, yet its underlying biology is understudied. Here we studied effects of genetic stress susceptibility, estimated by polygenic risk score (PRS) for post-traumatic-stress-disorder (PTSD), on preadolescent suicidality in participants from the Adolescent Brain Cognitive Development (ABCD) Study(R). We further evaluated PTSD-PRS effects on suicidality in the presence of environmental stressors that are established suicide risk factors. Analyses included both European and African ancestry participants using PRS calculated based on summary statistics from ancestry-specific genome-wide association studies. In European ancestry participants (N=4,619, n=378 suicidal), PTSD-PRS was associated with preadolescent suicidality (odds ratio [OR]=1.12, 95%CI 1-1.25, p=0.038). Results in African ancestry participants (N=1,334, n=130 suicidal) showed a similar direction but were not statistically significant (OR=1.21, 95%CI 0.93-1.57, p=0.153). Sensitivity analyses using non-psychiatric polygenic score for height and using cross-ancestry PTSD-PRS did not reveal any association with suicidality, supporting the specificity of the association of ancestry-specific PTSD-PRS with suicidality. Environmental stressors were robustly associated with suicidality across ancestries with moderate effect size for negative life events and family conflict (OR 1.27-1.6); and with large effect size (OR [~] 4) for sexual-orientation discrimination. When combined with environmental factors, PTSD-PRS showed marginal additive effects in explaining variability in suicidality, with no evidence for G X E interaction. Results support use of cross-phenotype PRS, specifically stress-susceptibility, as a robust genetic marker for suicidality risk early in the lifespan.",NA,medrxiv
10.1101/2021.05.31.21258018,"Mechanistic modeling of SARS-CoV-2 immune memory, variants, and vaccines","Cohen, J. A.; Stuart, R. M.; Nunez, R. C.; Rosenfeld, K.; Wagner, B.; Chang, S.; Kerr, C.; Famulare, M.; Klein, D. J.",Jamie A Cohen,Institute for Disease Modeling,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,public and global health,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21258018.source.xml,"Early waves of the SARS-CoV-2 pandemic were driven by importation events and subsequent policy responses. However, epidemic dynamics in 2021 are largely driven by the spread of more transmissible and/or immune-evading variants, which in turn are countered by vaccination programs. Here we describe updates to the methodology of Covasim (COVID-19 Agent-based Simulator) to account for immune trajectories over time, correlates of protection, co-circulation of different variants and the roll-out of multiple vaccines. We have extended recent work on neutralizing antibodies (NAbs) as a correlate of protection to account for protection against infection, symptomatic COVID-19, and severe disease using a joint estimation approach. We find that NAbs are strongly correlated with infection blocking and that natural infection provides stronger protection than vaccination for the same level of NAbs, though vaccines typically produce higher NAbs. We find only relatively weak correlations between NAbs and the probability of developing symptoms given a breakthrough infection, or the probability of severe disease given symptoms. A more refined understanding of breakthrough infections in individuals with natural and vaccine-derived immunity will have implications for timing of booster vaccines, the impact of emerging variants of concern on critical vaccination thresholds, and the need for ongoing non-pharmaceutical interventions.",NA,medrxiv
10.1101/2021.05.31.21257712,Quality of Cervical Cancer Screening at a Family Health Unit in Salvador-BA,"Sampaio, L. M. d. A.; Coelho, J. M. F.; DA SILVA, J. S.; SANTOS, L. F.; FRANCA, L. M. C.; PONTE, G. A.; GALVAO, C. R.; GALVAO, L. R.; DANTAS, B. M. S.; CONCEICAO, S. D. S.; GOMES, E. V. D.; SILVA, M. E. C.; OLIVEIRA, A. C. S.; Silva, C. S.",Lorena Moura de Assis Sampaio,UEFS,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,public and global health,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257712.source.xml,"IntroductionCytopathological examination is the main method for the screening of cervical cancer, its occurrence can be prevented or minimized through screening, with good coverage, quality of collection and analysis and womens adherence to the examination.

ObjectiveTo describe the quality of cytopathological exams performed at a family health unit in Salvador - Bahia during the years 2015 and 2016.

MethodA cross-sectional study, of an exploratory descriptive character, was conducted, using a database from a previous study carried out in a health unit in Salvador / BA and approved by the Ethical Committee from State University of Feira de Santana.

ResultsPreventive gynecological exams of 1,350 women were analyzed, but 330 (24.4%) of them could not be evaluated due to the absence of the report in the health unit and the presence of acellular or hypocellular material that prevented the analysis. From 1020 exams, 45 (3.3%) presented an unsatisfactory sample, without conditions for analysis, while 589 (43.19%) showed only squamous cells. From 392 (29.0%) reports with an adequate study sample, 150 (%) were women with a mean age of 38.49 years. These were located and composed the final sample of the present investigation.

Final ConsiderationsWe suggest the need for investments in continuing education for professionals involved in performing cytopathological exams, in order to ensure the right of women to comprehensive and quality health care.",NA,medrxiv
10.1101/2021.05.28.21258008,College Students' COVID-19 Vaccine Beliefs and Intentions: Implications for interventions,"Small, M. L.; Lennon, R.; Dziak, J.; Smith, R. A.; Sommerville, G.; Bharti, N.",Meg L Small,Penn State University,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,public and global health,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21258008.source.xml,"On college campuses, effective management of vaccine-preventable transmissible pathogens requires understanding student vaccination intentions. This is necessary for developing and tailoring health messaging to maximize uptake of health information and vaccines. The current study explored students beliefs and attitudes about vaccines in general, and the new COVID-19 vaccines specifically. This study provides insights into effective health messaging needed to rapidly increase COVID-19 vaccination on college campuses--information that will continue to be informative in future academic years across a broad scope of pathogens. Data were collected via an online cohort survey of college students aged 18 years and older residing on or near the campus of a large public university during fall 2020. Overall, we found COVID-19 vaccine hesitancy in college students correlated strongly with some concerns about vaccines in general as well as with concerns specific to COVID-19 vaccines. Taken together, these results provide further insight for message development and delivery, and can inform more effective interventions to advance critical public health outcomes on college campuses beyond the current pandemic.",NA,medrxiv
10.1101/2021.06.01.21257399,Automated Chest Radiographs Triage Reading by a Deep Learning Referee Network,"Lopez-Gonzalez, R.; Sanchez-Garcia, J.; Fos-Guarinos, B.; Garcia-Castro, F.; Alberich-Bayarri, A.; Soria-Olivas, E.; Munoz-Nunez, C.; Marti-Bonmati, L.",Rafael Lopez-Gonzalez,Quibim S.L.,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,radiology and imaging,https://www.medrxiv.org/content/early/2021/06/01/2021.06.01.21257399.source.xml,"Chest radiographs are often obtained as a screening for early diagnosis tool to rule out abnormalities mainly related to different cardiovascular and respiratory diseases. Reading and reporting numerous chest radiographs is a complex and time-consuming task. This research proposes and evaluates a deep learning (DL) approach based on convolutional neural networks (CNN) combined with a referee fully connected neural network as a computer-aided diagnosis tool in chest X-ray triage and worklist prioritization. The CNN models were trained with a combination of three large scale databases: ChestX-ray14, CheXpert and PadChest. The final database contained 327,176 images labeled with findings obtained by natural language processing (NLP) techniques applied to the radiology reports. The dataset was split in 16 different balanced binary partitions, which were used to train 16 finding-specific classification CNNs. Afterwards, a normal vs abnormal partition of the dataset was created, being abnormal the presence of at least one pathologic change. This final partition was used to train a fully connected neural network as referee that was fed with all the 16 previously trained outcomes. The Area Under the Curve (AUC) analysis evaluated and compared the performance of the models. The system was successfully implemented and evaluated with a test set of 3400 images. The AUC of the normal vs abnormal classification was 0.94. The highest AUC of the finding-specific classifiers was 0.99 for hernia. The proposed system can be used to assist radiologists identifying abnormal exams, allowing a time-efficiency triage approach.",NA,medrxiv
10.1101/2021.05.31.21257656,Acute kidney injury in hospitalized patients due to COVID-19,"Fernandez, P.; Saad, E. J.; Douthat, A.; Marucco, F. A.; Heredia, M. C.; Tarditi Barra, A.; Rodriguez Bonazzi, S. T.; Zlotogora, M.; Correa Barovero, M. A.; Villada, S.; Maldonado, J. P.; Caeiro, J. P.; Albertini, R. A.; De La Fuente, J. L.; Douthat, W. G.",Pehuén Fernández,"Department of Nephrology, Hospital Privado Universitario de Córdoba, Córdoba, Argentina",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,nephrology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257656.source.xml,"The incidence of acute kidney injury (AKI) in hospitalized patients with coronavirus disease 2019 (COVID-19) is variable, being associated with worse outcomes. The objectives of the study were to evaluate the incidence, risk factors and impact of AKI in subjects hospitalized for COVID-19 in two third- level hospitals in Cordoba, Argentina.

A retrospective cohort study was conducted. 448 adults who were consecutively hospitalized for COVID-19 between March and the end of October 2020 at Hospital Privado Universitario de Cordoba and Hospital Raul Angel Ferreyra were included. The incidence of AKI was 19% (n = 85). 50.6% presented AKI stage 1 (n=43), 20% stage 2 (n=17) and 29.4% stage 3 (n=25, of which 18 required renal replacement therapy). In the multivariate analysis, the variables that were independently associated with AKI were: age (adjusted Odd ratio -aOR- =1.30, 95%CI=1.04-1.63, p=0.022), history of chronic kidney disease (aOR=9.92, 95%CI=4.52-21.77, p<0.001), blood neutrophil count at admission (aOR=1.09, 95%CI=1.01-1.18, p=0.037) and requirement for mechanical ventilation (MV) (aOR=6.69, 95%CI=2.24-19.9, p=0.001). AKI was associated with longer hospitalization, greater admission and length of stay in the intensive care unit, a positive association with bacterial superinfection, sepsis, respiratory distress syndrome, MV requirement and mortality (mortality with AKI=47.1% vs without AKI=12.4%, p<0.001). AKI was independently associated with higher mortality (aOR=3.32, 95%CI=1.6-6.9, p=0.001).

In conclusion, the incidence of AKI in adults hospitalized for COVID-19 was 19% and had a clear impact on morbidity and mortality. Local predisposing factors for AKI were identified.",NA,medrxiv
10.1101/2021.05.29.21258035,Multiomics implicate gut microbiota in altered lipid and energy metabolism in Parkinsons disease,"Pereira, P. A.; Trivedi, D.; Silverman, J.; Duru, I.; Paulin, L. K.; Auvinen, P.; Scheperjans, F.",Filip Scheperjans,Helsinki University Hospital,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,neurology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258035.source.xml,"We aimed to investigate the link between serum metabolites, gut bacterial community composition, and clinical variables in Parkinsons disease (PD) and healthy control subjects (HC). 139 metabolite features were found to be differentially abundant between the PD and Control groups. No associations were found between metabolite features and within-PD clinical variables. The results suggest alterations in serum metabolite profiles in PD, and the results of correlation analysis between metabolite features and microbiota suggest that several bacterial taxa are associated with altered lipid and energy metabolism in PD.",NA,medrxiv
10.1101/2021.06.01.21257781,The role of obesity in female reproductive conditions: A Mendelian Randomisation Study,"Venkatesh, S. S.; Ferreira, T.; Benonisdottir, S.; Rahmioglu, N.; Becker, C. M.; Granne, I.; Zondervan, K. T.; Holmes, M. V.; Lindgren, C. M.; Wittemans, L. B. L.",Samvida S. Venkatesh,"Big Data Institute at the Li Ka Shing Centre for Health Information and Discovery, University of Oxford, Oxford, United Kingdom",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,genetic and genomic medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.06.01.21257781.source.xml,"BackgroundObesity is observationally associated with altered risk of many female reproductive conditions. These include polycystic ovary syndrome (PCOS), abnormal uterine bleeding, endometriosis, infertility, and pregnancy-related disorders. However, the roles and mechanisms of obesity in the aetiology of reproductive disorders remain unclear.

Methods and FindingsWe estimated observational and genetically predicted causal associations between obesity, metabolic hormones, and female reproductive conditions using logistic regression, generalised additive models, and Mendelian randomisation (two-sample, non-linear, and multivariable) applied to data from UK Biobank and publicly available genome-wide association studies (GWAS).

Body mass index (BMI), waist-hip ratio (WHR), and WHR adjusted for BMI (WHRadjBMI) were observationally (odds ratios (ORs) = 1.02 - 1.87 per 1 S.D. obesity trait) and causally (ORs = 1.06 - 2.09) associated with uterine fibroids (UF), PCOS, heavy menstrual bleeding (HMB), and pre-eclampsia. Causal effect estimates of WHR and WHRadjBMI, but not BMI, were attenuated compared to their observational counterparts. Genetically predicted visceral adipose tissue mass was causal for the development of HMB, PCOS, and pre-eclampsia (ORs = 1.01 - 3.38). Increased waist circumference also posed a higher causal risk (ORs = 1.16 - 1.93) for the development of these disorders and UF than did increased hip circumference (ORs = 1.06 - 1.10). Leptin, fasting insulin, and insulin resistance each mediated between 20% -50% of the total causal effect of obesity on pre-eclampsia. Reproductive conditions clustered based on shared genetic components of their aetiological relationships with obesity.

ConclusionsIn this first systematic, large-scale, genetics-based analysis of the aetiological relationships between obesity and female reproductive conditions, we found that common indices of overall and central obesity increased risk of reproductive disorders to heterogenous extents, mediated by metabolic hormones. Our results suggest exploring the mechanisms mediating the causal effects of overweight and obesity on gynaecological health to identify targets for disease prevention and treatment.",NA,medrxiv
10.1101/2021.05.29.21257635,Variation in the reporting of elective surgeries and its influence on patient safety indicators,"Locey, K. J.; Webb, T. A.; Farooqui, S.; Hota, B.",Kenneth John Locey,Rush University Medical Center,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,health systems and quality improvement,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21257635.source.xml,"BackgroundUS hospital safety is routinely measured via patient safety indicators (PSIs). Receiving a score for most PSIs requires a minimum number of qualifying cases, which are partly determined by whether the associated diagnosis-related group (DRG) was surgical and whether the surgery was elective. While these criteria can exempt hospitals from PSIs, it remains to be seen whether exemption is driven by low volume, small numbers of DRGs, or perhaps, policies that determine how procedures are classified as elective.

MethodsUsing Medicare inpatient claims data from 4,069 hospitals between 2015 and 2017, we examined how percentages of elective procedures relate to numbers of surgical claims and surgical DRGs. We used a combination of quantile regression and machine learning based anomaly detection to characterize these relationships and identify outliers. We then used a set of machine learning algorithms to test whether outliers were explained by the DRGs they reported.

ResultsAverage percentages of elective procedures generally decreased from 100% to 60% in relation to the number of surgical claims and the number of DRGs among them. Some providers with high volumes of claims had anomalously low percentages of elective procedures (5% - 40%). These low elective outliers were not explained by the particular surgical DRGs among their claims. However, among hospitals exempted from PSIs, those with the greatest volume of claims were always low elective outliers.

ConclusionSome hospitals with relatively high numbers of surgical claims may have classified procedures as non-elective in a way that ultimately exempted them from certain PSIs.",NA,medrxiv
10.1101/2021.05.30.21257718,Evaluation of a clinical decision support tool for matching cancer patients to clinical trials using simulation-based research,"Gardner, C. J.; Halligan, J.; Fontana, G.; Fernandez Crespo, R.; Prime, M. S.; Guo, C. H.; Ekinci, O.; Ghafur, S.; Darzi, A.",Clarissa Judith Gardner,"Institute of Global Health Innovation, Imperial College London",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,health systems and quality improvement,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21257718.source.xml,"Simulation-based research (SBR) methods have been proposed as an alternative methodology for evaluating digital health solutions; however, applicability remains to be established. This study used SBR to evaluate a clinical decision support (CDS) tool used for matching cancer patients to clinical trials. 25 clinicians and research staff were recruited to match 10 synthetic patient cases to clinical trials using both the CDS tool and publicly available online trial databases. Participants were significantly more likely to report having sufficient time (p = 0.020) and to require less mental effort (p = 0.001) to complete trial matching with the CDS tool. Participants required less time for trial matching using the CDS tool, but the difference was not significant (p = 0.093). Most participants reported that they had sufficient guidance to participate in the simulations (96%). This study demonstrates the use of SBR methods is a feasible approach to evaluating digital health solutions.",NA,medrxiv
10.1101/2021.05.30.21256718,Clarity Plus™ digital PCR: A novel platform for absolute quantification of SARS-CoV-2,"Tan, S. Y. H.; Kwek, M. S. Y.; Low, H.; Pang, Y. L. J.",Shawn Yi Han Tan,Singapore Institute of Technology,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21256718.source.xml,"In recent years, the usage of digital polymerase chain reaction (dPCR) for various clinical applications has increased exponentially. Considering the growing demand for improved dPCR technology, the Clarity Plus dPCR system which features enhanced multiplexing capability and a wider dynamic range for nucleic acid analysis was recently launched. In this study, a dPCR assay optimized for use on Clarity Plus was evaluated for the absolute quantification of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative agent responsible for the global coronavirus disease 2019 (COVID-19) outbreak. The assay demonstrated good inter- and intra-assay precision, accuracy, as well as excellent linearity across a range of over 6 orders of magnitude for target gene quantification. In addition, comparison of the assay on both dPCR and qPCR platforms revealed that dPCR exhibited a slightly higher sensitivity compared to its qPCR counterpart when quantifying SARS-CoV-2 at a lower concentration. Overall, the results showed that the dPCR assay is a reliable and effective approach for the absolute quantification of SARS-CoV-2 and can potentially be adopted as a molecular tool for detecting low viral load in patients and wastewater surveillance of COVID-19.",NA,medrxiv
10.1101/2021.05.30.21257971,Heterologous ChAdOx1 nCoV-19 and BNT162b2 prime-boost vaccination elicits potent neutralizing antibody responses and T cell reactivity,"Gross, R.; Zanoni, M.; Seidel, A.; Conzelmann, C.; Gilg, A.; Krnavek, D.; Erdemci-evin, S.; Mayer, B.; Hoffmann, M.; Poehlmann, S.; Beil, A.; Kroschel, J.; Jahrsdoerfer, B.; Schrezenmeier, H.; Kirchhoff, F.; Muench, J.; Mueller, J. A.",Janis A Mueller,Ulm University Medical Center,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21257971.source.xml,"Heterologous COVID-19 vaccination regimens combining vector- and mRNA-based vaccines are already administered, but data on solicited adverse reactions, immunological responses and elicited protection are limited. We aimed to evaluate the reactogenicity, humoral and cellular immune responses towards different SARS-CoV-2 variants after a heterologous ChAdOx1 nCoV-19 BNT162b2 prime-boost vaccination and analyzed a cohort of 26 individuals aged 25-46 (median 30.5) years that received a ChAdOx1 nCoV-19 prime followed by a BNT162b2 boost after an 8- week interval. Self-reported solicited symptoms after ChAdOx1 nCoV-19 prime were in line with previous reports and less severe after the BNT162b2 boost. Antibody titers increased significantly over time resulting in strong neutralization titers two weeks after the BNT162b2 boost. Neutralizing activity against the prevalent strain B.1.1.7 (Alpha) and immune-evading VOC B.1.351 (Beta) was [~]4-fold higher than in individuals receiving homologous BNT162b2 vaccination. No difference was seen in neutralization of VOI B.1.617 (Kappa). In addition, the heterologous vaccination induced CD4+ and CD8+ T cells reactive to SARS-CoV-2 spike peptides of all analyzed variants; Wuhan-Hu-1, B.1.1.7, B.1.351, and P.1 (Gamma). In conclusion, heterologous ChAdOx1 nCoV-19 / BNT162b2 prime-boost vaccination regimen is not associated with serious adverse events and results in a potent humoral immune response and elicits T cell reactivity. Variants B.1.1.7, B.1.351 and B.1.617.1 are potently neutralized by sera of all participants and reactive T cells recognize spike peptides of all tested variants. These results suggest that this heterologous vaccination regimen is at least as immunogenic and protective as homologous vaccinations.",NA,medrxiv
10.1101/2021.06.01.21257665,Self-resetting Molecular Probes for Nucleic Acids Enabled by Fuel Dissipative Systems,"Li, N.; Liu, Y.; Yin, Z.; Liu, R.; Zhang, L.; Zhao, Y.; Ma, L.; Dai, X.; Zhou, D.; Su, X.",Xin Su,Beijing University of Chemical Technology,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.06.01.21257665.source.xml,"Amid of COVID-19 pandemic devastating the public health around the world, it become urgent to maintain a sufficiently large supply of nucleic acid tests to screen suspected cases timely. Self-resetting molecular probes in current testing method could potentially lead to enormous amount of screening capacity, critical for the disease control. Herein, we for the first time report a kind of self-resetting molecular probes for repeatedly detecting SARS-CoV-2 RNA, enabled by orchestrating a biomimetic fuel dissipative system via dynamic DNA nanotechnology. A set of simulation toolkits was utilized for the design and optimization of the self-resetting probe, allowing for highly consistent signal amplitudes across cyclic detections of SARS-CoV-2 RNA. Idiosyncratically, FWHM regulated by dissipative kinetics exhibits a fingerprint signal for high confidential identification of single-nucleotide mutation in the virus sequence. We further exploited our self-resetting probes to examine multiple human-infectious RNA virus including SARS-CoV-2, ZIKV, MERS-CoV, and SARS-CoV to demonstrate its generic nucleic acid detection capability and superior orthogonality. Self-resetting probes were also deployed for detection of 110 clinical nasopharyngeal swabs and correctly classify all the clinical samples from 55 COVID-19 patients and 55 controls. We anticipate that the DNA nanotechnology-enabled self-resetting probe could circumvent the lack of sustainability in the diagnostics of COVID-19 and other infectious disease, thus helping disease control and building a broader global public health agenda.",NA,medrxiv
10.1101/2021.05.29.21258056,Covid-19: Comparisons by Country and Implications for Future Pandemics,"Mehl-Madrona, L. E.; Bricaire, F.; Cuyugan, A.; Barac, J.; Parvaiz, A.; Jamil, A. B.; Iqbal, S.; Vally, R.; Koliali, M.; Sellier, M. K.",Lewis E. Mehl-Madrona,University of Maine,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258056.source.xml,"BackgroundWe set out in this paper to compare Covid-19 results by country to better understand the factors leading to the differing results found internationally.

MethodsWe used publicly available large datasets to explore differences by country for Covid-19 mortality statistics. We continuously challenged our projections with reality and numbers from countries around the world, allowing us to refine our models and better understand the progression of the epidemic. All our predictions and findings were discussed and validated from a clinical viewpoint.

ResultsWhile no lockdown resulted in higher mortality, the difference between strict lockdown and lax lockdown was not terribly different and favored lax lockdown. Only one of the top 44 countries had long and strict restrictions. Strict restrictions were more common in the worst performing countries in terms of Covid mortality. The United States had both the largest economic growth coupled with the largest rate of mortality. Those who did well economically, had lower mortality and less pressure on their population. Yet they had less mortality than average and less than their neighbors.

ConclusionsCountries with the least restrictions fared best economically. Some of them fared well in terms of mortality, even better than neighboring countries with similar social structures and more severe restrictions. The mortality rates in the USA, however, appeared to suffer from very high obesity rates. Norway and the northern European countries have less strict restrictions from the rest of Europe and had lower mortality rates. COVID-19 mortality was associated with vitamin D status.",NA,medrxiv
10.1101/2021.05.28.21258014,A Transcriptomic Severity Metric that Predicts Clinical Outcomes in Critically Ill Surgical Sepsis Patients,"Brakenridge, S. C.; Starostik, P.; Ghita, G.; Midic, U.; Darden, D.; Fenner, B.; Wacker, J.; Efron, P.; Liesenfeld, O.; Sweeney, T.; Moldawer, L. L.",Lyle L. Moldawer,University of Florida,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,intensive care and critical care medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21258014.source.xml,"PurposePrognostic metrics for the rapid and accurate prediction of sepsis severity that could elicit a meaningful change in clinical practice are currently lacking. Here, we evaluated a whole blood, multiplex host mRNA expression metric, Inflammatix-Severity-2 (IMX-SEV-2), for identifying septic, hospitalized patients for 30-day mortality, development of chronic critical illness (CCI), discharge disposition, and/or secondary infections.

MethodsThis is a retrospective, validation cohort analysis of a prospectively enrolled 335 patient study with surgical sepsis treated in the surgical intensive care unit. Whole blood collected in PAXgene(R) Blood RNA collection tubes at 24 hours post sepsis diagnosis was analyzed using a custom 29-mRNA classifier (IMX-SEV-2) in a CLIA-CAP-accredited diagnostic laboratory using the NanoString FLEX(R) profiler.

ResultsAmong patients meeting Sepsis-3 criteria, the IMX-SEV-2 severity score was significantly better (p<0.05) at predicting secondary infections (AUROC 0.71) and adverse clinical outcomes (AUROC 0.75) than C-reactive protein (CRP), absolute lymphocyte counts (ALC), total white blood cell (WBC) count, age and Charlson comorbidity index (and better, albeit nonsignificantly, than IL-6 and APACHE II). Using multivariate logistic regression analysis, only combining the Charlson comorbidity index (AUROC 0.80) or APACHE II (AUROC 0.81) with the IMX-SEV-2 significantly improved prediction of adverse clinical outcomes, and combining with the Charlson comorbidity index for predicting 30-day mortality (AUROC 0.79).

ConclusionsThe IMX-SEV-2 severity score was superior at predicting secondary infections and overall adverse clinical outcomes versus other common metrics. Importantly, combining a rapidly measured transcriptomic metric with clinical or physiologic indices has sufficient precision to optimize resource utilization and allow adjustments to patient management that may improve outcomes in surgical sepsis. Hospitalized patients who are septic and present with an elevated IMX-SEV2 severity score and pre-existing comorbidities would be strong candidates for clinical interventions aimed at reducing the risk of secondary infections and adverse clinical outcomes.",NA,medrxiv
10.1101/2021.05.31.21257816,The novel cardiokine GDF3 predicts adverse fibrotic remodeling post-myocardial infarction,"Masurkar, N.; Bouvet, M.; Logeart, D.; Claude, O.; Roux, M.; Delacroix, C.; Bergerot, D.; Mercadier, J.-J.; Sirol, M.; Gellen, B.; Livrozet, M.; Fayol, A.; Robidel, E.; Tregouet, D.-A.; Marazzi, G.; Sassoon, D.; Valente, M.; Hulot, J.-S.",Jean-Sebastien Hulot,"Universite de Paris, PARCC, INSERM, F-75006 Paris, France",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,cardiovascular medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257816.source.xml,"BackgroundMyocardial infarction (MI) induces a repair response that ultimately generates a stable fibrotic scar. Although the scar prevents cardiac rupture, an excessive profibrotic response impairs optimal recovery.

ObjectiveTo explore the regulation of fibroblasts proliferation through a paracrine action of cardiac stromal cells post-MI

MethodsWe carried out a bioinformatic secretome analysis of cardiac stromal PW1+ cells isolated from normal and post-MI mouse hearts to identify novel secreted proteins. Functional assays were used to screen secreted proteins that promote fibroblast proliferation. The expressions of secreted proteins candidates were subsequently analyzed in mouse and human hearts and plasmas. The relation between levels of circulating protein candidates and adverse post-MI cardiac remodeling was examined in a cohort of 80 patients with a first ST-elevation MI and serial cardiac magnetic resonance imaging (MRI) evaluations.

ResultsCardiac stromal PW1+ cells undergo a change in paracrine behavior post-MI and secrete factors that promote fibroblast proliferation. Among these factors, growth differentiation factor 3 (GDF3), a member of the transforming growth factor-{beta} family, was markedly upregulated in the ischemic hearts and induced fibroblast proliferation at high level. In humans, GDF3 was detected in the plasma at day 4 post-MI and GDF3 circulating levels were significantly associated with an increased risk of adverse remodeling 6-month post-MI (adjusted Odds Ratio (OR) = 1.76 [1.03 - 3.00], p = 0.037).

ConclusionsOur findings define a mechanism for the pro-fibrotic action of cardiac stromal cells through secreted cardiokines, such as GDF3, a candidate marker of adverse fibrotic remodeling following MI.",NA,medrxiv
